id,n_victimas,aaaa,mm,dd,fecha,participantes
LC-2019-0000179,1,2019,1,1,2019-01-01,CICLISTA-SD
LC-2019-0000053,1,2019,1,1,2019-01-01,AUTO-SD
LC-2019-0000063,1,2019,1,1,2019-01-01,SD-SD
LC-2019-0000079,1,2019,1,1,2019-01-01,PEATON-SD
LC-2019-0000082,4,2019,1,1,2019-01-01,AUTO-SD
LC-2019-0000136,2,2019,1,1,2019-01-01,MOTO-SD
LC-2019-0000142,1,2019,1,1,2019-01-01,MOTO-SD
LC-2019-0000194,1,2019,1,1,2019-01-01,AUTO-SD
LC-2019-0000202,1,2019,1,1,2019-01-01,MOTO-SD
LC-2019-0000329,1,2019,1,1,2019-01-01,AUTO-SD
LC-2019-0000347,1,2019,1,1,2019-01-01,AUTO-SD
LC-2019-0000445,3,2019,1,1,2019-01-01,AUTO-SD
LC-2019-0000493,1,2019,1,1,2019-01-01,SD-SD
LC-2019-0000600,1,2019,1,1,2019-01-01,SD-SD
LC-2019-0000636,1,2019,1,1,2019-01-01,AUTO-SD
LC-2019-0000647,1,2019,1,1,2019-01-01,MOTO-SD
LC-2019-0000686,1,2019,1,1,2019-01-01,AUTO-SD
LC-2019-0005235,1,2019,1,1,2019-01-01,SD-SD
LC-2019-0002218,1,2019,1,2,2019-01-02,CICLISTA-SD
LC-2019-0000928,1,2019,1,2,2019-01-02,MOTO-SD
LC-2019-0000963,5,2019,1,2,2019-01-02,TRANSPORTE PUBLICO-SD
LC-2019-0001754,1,2019,1,2,2019-01-02,CAMIONETA-SD
LC-2019-0001879,1,2019,1,2,2019-01-02,SD-SD
LC-2019-0001948,1,2019,1,2,2019-01-02,PEATON-SD
LC-2019-0001987,1,2019,1,2,2019-01-02,MOTO-SD
LC-2019-0001992,1,2019,1,2,2019-01-02,MOTO-SD
LC-2019-0002083,1,2019,1,2,2019-01-02,SD-SD
LC-2019-0002208,1,2019,1,2,2019-01-02,SD-SD
LC-2019-0002740,1,2019,1,2,2019-01-02,SD-SD
LC-2019-0003220,2,2019,1,2,2019-01-02,SD-SD
LC-2019-0003340,1,2019,1,2,2019-01-02,SD-SD
LC-2019-0005610,1,2019,1,2,2019-01-02,AUTO-SD
LC-2019-0020183,1,2019,1,2,2019-01-02,SD-SD
LC-2019-0022496,1,2019,1,2,2019-01-02,SD-SD
LC-2019-0003428,1,2019,1,3,2019-01-03,MOTO-SD
LC-2019-0003432,1,2019,1,3,2019-01-03,SD-SD
LC-2019-0003642,1,2019,1,3,2019-01-03,SD-SD
LC-2019-0003787,1,2019,1,3,2019-01-03,SD-SD
LC-2019-0003862,2,2019,1,3,2019-01-03,SD-SD
LC-2019-0003884,1,2019,1,3,2019-01-03,SD-SD
LC-2019-0004144,1,2019,1,3,2019-01-03,SD-SD
LC-2019-0004229,1,2019,1,3,2019-01-03,SD-SD
LC-2019-0004442,2,2019,1,3,2019-01-03,SD-SD
LC-2019-0004565,1,2019,1,3,2019-01-03,SD-SD
LC-2019-0004621,1,2019,1,3,2019-01-03,MOTO-SD
LC-2019-0004622,1,2019,1,3,2019-01-03,AUTO-SD
LC-2019-0004652,1,2019,1,3,2019-01-03,SD-SD
LC-2019-0004717,1,2019,1,3,2019-01-03,SD-SD
LC-2019-0004718,1,2019,1,3,2019-01-03,SD-SD
LC-2019-0005334,1,2019,1,3,2019-01-03,SD-SD
LC-2019-0005614,1,2019,1,3,2019-01-03,SD-SD
LC-2019-0005622,1,2019,1,3,2019-01-03,SD-SD
LC-2019-0005638,2,2019,1,3,2019-01-03,SD-SD
LC-2019-0005647,1,2019,1,3,2019-01-03,SD-SD
LC-2019-0005681,1,2019,1,3,2019-01-03,MOTO-SD
LC-2019-0005764,1,2019,1,3,2019-01-03,PEATON-SD
LC-2019-0005815,1,2019,1,3,2019-01-03,MOTO-SD
LC-2019-0005979,1,2019,1,3,2019-01-03,MOTO-SD
LC-2019-0007021,1,2019,1,4,2019-01-04,CICLISTA-SD
LC-2019-0007536,1,2019,1,4,2019-01-04,CICLISTA-SD
LC-2019-0006068,2,2019,1,4,2019-01-04,MOTO-SD
LC-2019-0006306,1,2019,1,4,2019-01-04,MOTO-SD
LC-2019-0006547,1,2019,1,4,2019-01-04,PEATON-SD
LC-2019-0006638,2,2019,1,4,2019-01-04,MOTO-SD
LC-2019-0006659,1,2019,1,4,2019-01-04,AUTO-SD
LC-2019-0006789,1,2019,1,4,2019-01-04,SD-SD
LC-2019-0006837,1,2019,1,4,2019-01-04,PEATON-SD
LC-2019-0006857,1,2019,1,4,2019-01-04,PEATON-SD
LC-2019-0007002,1,2019,1,4,2019-01-04,SD-SD
LC-2019-0007187,1,2019,1,4,2019-01-04,MOTO-SD
LC-2019-0007294,1,2019,1,4,2019-01-04,MOTO-SD
LC-2019-0007336,1,2019,1,4,2019-01-04,AUTO-SD
LC-2019-0007634,1,2019,1,4,2019-01-04,MOTO-SD
LC-2019-0007660,1,2019,1,4,2019-01-04,MOTO-SD
LC-2019-0007701,1,2019,1,4,2019-01-04,MOTO-SD
LC-2019-0007778,1,2019,1,4,2019-01-04,PEATON-SD
LC-2019-0008077,1,2019,1,4,2019-01-04,MOTO-SD
LC-2019-0008227,1,2019,1,4,2019-01-04,AUTO-SD
LC-2019-0008238,2,2019,1,4,2019-01-04,SD-SD
LC-2019-0008283,2,2019,1,4,2019-01-04,AUTO-SD
LC-2019-0008314,1,2019,1,4,2019-01-04,PEATON-SD
LC-2019-0008367,1,2019,1,4,2019-01-04,MOTO-SD
LC-2019-0008388,3,2019,1,4,2019-01-04,SD-SD
LC-2019-0008467,1,2019,1,4,2019-01-04,MOTO-SD
LC-2019-0008493,1,2019,1,4,2019-01-04,PEATON-SD
LC-2019-0008496,1,2019,1,4,2019-01-04,PEATON-SD
LC-2019-0008565,1,2019,1,4,2019-01-04,AUTO-SD
LC-2019-0008566,1,2019,1,4,2019-01-04,PEATON-SD
LC-2019-0011897,1,2019,1,4,2019-01-04,TRANSPORTE PUBLICO-SD
LC-2019-0017883,1,2019,1,4,2019-01-04,MOTO-SD
LC-2019-0020135,1,2019,1,4,2019-01-04,SD-SD
LC-2019-0020930,1,2019,1,4,2019-01-04,SD-SD
LC-2019-0267364,1,2019,1,4,2019-01-04,SD-SD
LC-2019-0008974,1,2019,1,5,2019-01-05,CICLISTA-SD
LC-2019-0009312,1,2019,1,5,2019-01-05,CICLISTA-SD
LC-2019-0052387,1,2019,1,5,2019-01-05,CICLISTA-SD
LC-2019-0008603,1,2019,1,5,2019-01-05,SD-SD
LC-2019-0008860,3,2019,1,5,2019-01-05,TRANSPORTE PUBLICO-SD
LC-2019-0008916,1,2019,1,5,2019-01-05,AUTO-SD
LC-2019-0008924,1,2019,1,5,2019-01-05,PEATON-SD
LC-2019-0009068,1,2019,1,5,2019-01-05,SD-SD
LC-2019-0009123,1,2019,1,5,2019-01-05,MOTO-SD
LC-2019-0009194,1,2019,1,5,2019-01-05,PEATON-SD
LC-2019-0009305,1,2019,1,5,2019-01-05,SD-SD
LC-2019-0009325,1,2019,1,5,2019-01-05,MOTO-SD
LC-2019-0009392,1,2019,1,5,2019-01-05,PEATON-SD
LC-2019-0009580,1,2019,1,5,2019-01-05,TRANSPORTE PUBLICO-SD
LC-2019-0009722,1,2019,1,5,2019-01-05,MOTO-SD
LC-2019-0009807,2,2019,1,5,2019-01-05,SD-SD
LC-2019-0010031,1,2019,1,5,2019-01-05,MOTO-SD
LC-2019-0010621,1,2019,1,5,2019-01-05,PEATON-SD
LC-2019-0012840,1,2019,1,5,2019-01-05,SD-SD
LC-2019-0010050,1,2019,1,6,2019-01-06,CICLISTA-SD
LC-2019-0010105,1,2019,1,6,2019-01-06,PEATON-SD
LC-2019-0010145,1,2019,1,6,2019-01-06,AUTO-SD
LC-2019-0010228,1,2019,1,6,2019-01-06,MOTO-SD
LC-2019-0010301,1,2019,1,6,2019-01-06,AUTO-SD
LC-2019-0010436,2,2019,1,6,2019-01-06,MOTO-SD
LC-2019-0010649,1,2019,1,6,2019-01-06,MOTO-SD
LC-2019-0010661,1,2019,1,6,2019-01-06,MOTO-SD
LC-2019-0010730,1,2019,1,6,2019-01-06,TRANSPORTE PUBLICO-SD
LC-2019-0010814,1,2019,1,6,2019-01-06,MOTO-SD
LC-2019-0010884,2,2019,1,6,2019-01-06,MOTO-SD
LC-2019-0010983,2,2019,1,6,2019-01-06,AUTO-SD
LC-2019-0013589,1,2019,1,7,2019-01-07,CICLISTA-SD
LC-2019-0021745,1,2019,1,7,2019-01-07,CICLISTA-SD
LC-2019-0011004,1,2019,1,7,2019-01-07,SD-SD
LC-2019-0011053,1,2019,1,7,2019-01-07,SD-SD
LC-2019-0011092,1,2019,1,7,2019-01-07,PEATON-SD
LC-2019-0011335,1,2019,1,7,2019-01-07,PEATON-SD
LC-2019-0011431,1,2019,1,7,2019-01-07,TRANSPORTE PUBLICO-SD
LC-2019-0011534,1,2019,1,7,2019-01-07,MOTO-SD
LC-2019-0011575,2,2019,1,7,2019-01-07,MOTO-SD
LC-2019-0011908,1,2019,1,7,2019-01-07,MOTO-SD
LC-2019-0012172,1,2019,1,7,2019-01-07,MOTO-SD
LC-2019-0012293,1,2019,1,7,2019-01-07,SD-SD
LC-2019-0012508,1,2019,1,7,2019-01-07,TRANSPORTE PUBLICO-SD
LC-2019-0012578,1,2019,1,7,2019-01-07,MOTO-SD
LC-2019-0012580,1,2019,1,7,2019-01-07,MOTO-SD
LC-2019-0012638,1,2019,1,7,2019-01-07,MOTO-SD
LC-2019-0012821,1,2019,1,7,2019-01-07,MOTO-SD
LC-2019-0012823,1,2019,1,7,2019-01-07,SD-SD
LC-2019-0013193,1,2019,1,7,2019-01-07,SD-SD
LC-2019-0013235,1,2019,1,7,2019-01-07,AUTO-SD
LC-2019-0013261,1,2019,1,7,2019-01-07,SD-SD
LC-2019-0013370,1,2019,1,7,2019-01-07,PEATON-SD
LC-2019-0013412,2,2019,1,7,2019-01-07,SD-SD
LC-2019-0013440,1,2019,1,7,2019-01-07,SD-SD
LC-2019-0013452,1,2019,1,7,2019-01-07,SD-SD
LC-2019-0013652,4,2019,1,7,2019-01-07,TRANSPORTE PUBLICO-SD
LC-2019-0013857,2,2019,1,7,2019-01-07,SD-SD
LC-2019-0015962,1,2019,1,7,2019-01-07,SD-SD
LC-2019-0013801,1,2019,1,8,2019-01-08,CICLISTA-SD
LC-2019-0014314,1,2019,1,8,2019-01-08,CICLISTA-SD
LC-2019-0014448,1,2019,1,8,2019-01-08,CICLISTA-SD
LC-2019-0014787,1,2019,1,8,2019-01-08,CICLISTA-SD
LC-2019-0013840,1,2019,1,8,2019-01-08,SD-SD
LC-2019-0013850,1,2019,1,8,2019-01-08,SD-SD
LC-2019-0014140,1,2019,1,8,2019-01-08,MOTO-SD
LC-2019-0014220,1,2019,1,8,2019-01-08,MOTO-SD
LC-2019-0014442,1,2019,1,8,2019-01-08,SD-SD
LC-2019-0014503,1,2019,1,8,2019-01-08,MOTO-SD
LC-2019-0014534,1,2019,1,8,2019-01-08,SD-SD
LC-2019-0014580,1,2019,1,8,2019-01-08,SD-SD
LC-2019-0014644,2,2019,1,8,2019-01-08,SD-SD
LC-2019-0014790,1,2019,1,8,2019-01-08,SD-SD
LC-2019-0014956,1,2019,1,8,2019-01-08,MOTO-SD
LC-2019-0015085,1,2019,1,8,2019-01-08,SD-SD
LC-2019-0015193,1,2019,1,8,2019-01-08,MOTO-SD
LC-2019-0015241,1,2019,1,8,2019-01-08,SD-SD
LC-2019-0015361,1,2019,1,8,2019-01-08,PEATON-SD
LC-2019-0015585,1,2019,1,8,2019-01-08,SD-SD
LC-2019-0015614,1,2019,1,8,2019-01-08,SD-SD
LC-2019-0015617,1,2019,1,8,2019-01-08,SD-SD
LC-2019-0015700,1,2019,1,8,2019-01-08,SD-SD
LC-2019-0015822,1,2019,1,8,2019-01-08,SD-SD
LC-2019-0015879,1,2019,1,8,2019-01-08,SD-SD
LC-2019-0016012,1,2019,1,8,2019-01-08,SD-SD
LC-2019-0016105,1,2019,1,8,2019-01-08,MOTO-SD
LC-2019-0016278,1,2019,1,8,2019-01-08,SD-SD
LC-2019-0030754,1,2019,1,9,2019-01-09,CICLISTA-SD
LC-2019-0016388,2,2019,1,9,2019-01-09,SD-SD
LC-2019-0016581,1,2019,1,9,2019-01-09,SD-SD
LC-2019-0016613,1,2019,1,9,2019-01-09,MOTO-SD
LC-2019-0017068,4,2019,1,9,2019-01-09,SD-SD
LC-2019-0017182,1,2019,1,9,2019-01-09,MOTO-SD
LC-2019-0017186,1,2019,1,9,2019-01-09,SD-SD
LC-2019-0017460,1,2019,1,9,2019-01-09,AUTO-SD
LC-2019-0017504,1,2019,1,9,2019-01-09,SD-SD
LC-2019-0017514,2,2019,1,9,2019-01-09,SD-SD
LC-2019-0017561,1,2019,1,9,2019-01-09,SD-SD
LC-2019-0018006,1,2019,1,9,2019-01-09,SD-SD
LC-2019-0018207,1,2019,1,9,2019-01-09,SD-SD
LC-2019-0018425,1,2019,1,9,2019-01-09,SD-SD
LC-2019-0018474,1,2019,1,9,2019-01-09,SD-SD
LC-2019-0018500,1,2019,1,9,2019-01-09,SD-SD
LC-2019-0018518,1,2019,1,9,2019-01-09,SD-SD
LC-2019-0018592,1,2019,1,9,2019-01-09,SD-SD
LC-2019-0018630,1,2019,1,9,2019-01-09,SD-SD
LC-2019-0018751,1,2019,1,9,2019-01-09,MOTO-SD
LC-2019-0021352,1,2019,1,9,2019-01-09,SD-SD
LC-2019-0022439,1,2019,1,9,2019-01-09,SD-SD
LC-2019-0031883,1,2019,1,9,2019-01-09,SD-SD
LC-2019-0018873,1,2019,1,10,2019-01-10,SD-SD
LC-2019-0019243,1,2019,1,10,2019-01-10,SD-SD
LC-2019-0020257,1,2019,1,10,2019-01-10,SD-SD
LC-2019-0020260,1,2019,1,10,2019-01-10,SD-SD
LC-2019-0020420,1,2019,1,10,2019-01-10,AUTO-SD
LC-2019-0020451,1,2019,1,10,2019-01-10,AUTO-SD
LC-2019-0020496,1,2019,1,10,2019-01-10,SD-SD
LC-2019-0020569,1,2019,1,10,2019-01-10,SD-SD
LC-2019-0020951,1,2019,1,10,2019-01-10,SD-SD
LC-2019-0020989,1,2019,1,10,2019-01-10,SD-SD
LC-2019-0021079,1,2019,1,10,2019-01-10,MOTO-SD
LC-2019-0021335,1,2019,1,10,2019-01-10,SD-SD
LC-2019-0021415,1,2019,1,10,2019-01-10,PEATON-SD
LC-2019-0093543,1,2019,1,10,2019-01-10,SD-SD
LC-2019-0022275,1,2019,1,11,2019-01-11,CICLISTA-SD
LC-2019-0022650,1,2019,1,11,2019-01-11,CICLISTA-SD
LC-2019-0023488,1,2019,1,11,2019-01-11,CICLISTA-SD
LC-2019-0024103,1,2019,1,11,2019-01-11,CICLISTA-SD
LC-2019-0021365,3,2019,1,11,2019-01-11,SD-SD
LC-2019-0021434,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0021709,1,2019,1,11,2019-01-11,MOTO-SD
LC-2019-0021896,2,2019,1,11,2019-01-11,MOTO-SD
LC-2019-0022026,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0022105,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0022106,1,2019,1,11,2019-01-11,AUTO-SD
LC-2019-0022174,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0022256,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0022273,1,2019,1,11,2019-01-11,MOTO-SD
LC-2019-0022298,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0022348,1,2019,1,11,2019-01-11,PEATON-SD
LC-2019-0022492,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0022559,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0022606,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0022670,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0022774,1,2019,1,11,2019-01-11,MOTO-SD
LC-2019-0022790,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0023022,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0023164,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0023309,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0023360,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0023362,1,2019,1,11,2019-01-11,MOTO-SD
LC-2019-0023485,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0023539,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0023555,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0023599,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0023727,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0024454,1,2019,1,11,2019-01-11,MOTO-SD
LC-2019-0032150,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0040263,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0687058,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0688515,1,2019,1,11,2019-01-11,SD-SD
LC-2019-0023692,2,2019,1,12,2019-01-12,SD-SD
LC-2019-0023777,1,2019,1,12,2019-01-12,SD-SD
LC-2019-0023860,2,2019,1,12,2019-01-12,SD-SD
LC-2019-0023868,1,2019,1,12,2019-01-12,MOTO-SD
LC-2019-0023906,5,2019,1,12,2019-01-12,SD-SD
LC-2019-0024132,1,2019,1,12,2019-01-12,AUTO-SD
LC-2019-0024257,1,2019,1,12,2019-01-12,PEATON-SD
LC-2019-0024265,1,2019,1,12,2019-01-12,SD-SD
LC-2019-0024269,1,2019,1,12,2019-01-12,MOTO-SD
LC-2019-0024408,1,2019,1,12,2019-01-12,SD-SD
LC-2019-0024465,1,2019,1,12,2019-01-12,SD-SD
LC-2019-0024488,1,2019,1,12,2019-01-12,SD-SD
LC-2019-0024600,1,2019,1,12,2019-01-12,SD-SD
LC-2019-0024719,1,2019,1,12,2019-01-12,SD-SD
LC-2019-0024752,1,2019,1,12,2019-01-12,SD-SD
LC-2019-0024755,2,2019,1,12,2019-01-12,AUTO-SD
LC-2019-0024778,1,2019,1,12,2019-01-12,SD-SD
LC-2019-0025473,1,2019,1,12,2019-01-12,SD-SD
LC-2019-0033162,1,2019,1,12,2019-01-12,SD-SD
LC-2019-0267484,1,2019,1,12,2019-01-12,MOTO-SD
LC-2019-0757409,1,2019,1,12,2019-01-12,SD-SD
LC-2019-0024930,1,2019,1,13,2019-01-13,SD-SD
LC-2019-0025033,1,2019,1,13,2019-01-13,SD-SD
LC-2019-0025067,1,2019,1,13,2019-01-13,SD-SD
LC-2019-0025088,1,2019,1,13,2019-01-13,SD-SD
LC-2019-0025109,2,2019,1,13,2019-01-13,SD-SD
LC-2019-0025134,1,2019,1,13,2019-01-13,SD-SD
LC-2019-0025154,1,2019,1,13,2019-01-13,SD-SD
LC-2019-0025411,3,2019,1,13,2019-01-13,SD-SD
LC-2019-0025428,2,2019,1,13,2019-01-13,SD-SD
LC-2019-0025548,2,2019,1,13,2019-01-13,MOTO-SD
LC-2019-0025711,1,2019,1,13,2019-01-13,MOTO-SD
LC-2019-0025730,2,2019,1,13,2019-01-13,SD-SD
LC-2019-0025772,1,2019,1,13,2019-01-13,SD-SD
LC-2019-0052617,2,2019,1,13,2019-01-13,MOTO-SD
LC-2019-0025021,1,2019,1,13,2019-01-13,SD-SD
LC-2019-0026619,1,2019,1,14,2019-01-14,CICLISTA-SD
LC-2019-0027065,1,2019,1,14,2019-01-14,CICLISTA-SD
LC-2019-0028384,1,2019,1,14,2019-01-14,CICLISTA-SD
LC-2019-0025831,2,2019,1,14,2019-01-14,MOTO-SD
LC-2019-0025841,2,2019,1,14,2019-01-14,SD-SD
LC-2019-0026116,1,2019,1,14,2019-01-14,SD-SD
LC-2019-0026635,2,2019,1,14,2019-01-14,SD-SD
LC-2019-0027083,1,2019,1,14,2019-01-14,MOTO-SD
LC-2019-0027156,1,2019,1,14,2019-01-14,MOTO-SD
LC-2019-0027204,1,2019,1,14,2019-01-14,SD-SD
LC-2019-0027208,1,2019,1,14,2019-01-14,SD-SD
LC-2019-0027290,1,2019,1,14,2019-01-14,SD-SD
LC-2019-0027336,1,2019,1,14,2019-01-14,SD-SD
LC-2019-0027551,1,2019,1,14,2019-01-14,MOTO-SD
LC-2019-0027620,1,2019,1,14,2019-01-14,AUTO-SD
LC-2019-0027679,1,2019,1,14,2019-01-14,SD-SD
LC-2019-0027748,1,2019,1,14,2019-01-14,SD-SD
LC-2019-0027769,1,2019,1,14,2019-01-14,SD-SD
LC-2019-0027969,1,2019,1,14,2019-01-14,SD-SD
LC-2019-0028124,1,2019,1,14,2019-01-14,SD-SD
LC-2019-0028203,1,2019,1,14,2019-01-14,SD-SD
LC-2019-0028228,2,2019,1,14,2019-01-14,SD-SD
LC-2019-0028499,1,2019,1,14,2019-01-14,MOTO-SD
LC-2019-0028597,1,2019,1,14,2019-01-14,SD-SD
LC-2019-0028635,1,2019,1,14,2019-01-14,PEATON-SD
LC-2019-0028641,1,2019,1,14,2019-01-14,SD-SD
LC-2019-0028794,1,2019,1,14,2019-01-14,PEATON-SD
LC-2019-0030752,1,2019,1,14,2019-01-14,SD-SD
LC-2019-0033421,1,2019,1,14,2019-01-14,AUTO-SD
LC-2019-0030658,1,2019,1,15,2019-01-15,CICLISTA-SD
LC-2019-0028657,3,2019,1,15,2019-01-15,SD-SD
LC-2019-0028702,2,2019,1,15,2019-01-15,SD-SD
LC-2019-0028731,3,2019,1,15,2019-01-15,SD-SD
LC-2019-0028782,1,2019,1,15,2019-01-15,AUTO-SD
LC-2019-0028796,1,2019,1,15,2019-01-15,SD-SD
LC-2019-0029010,1,2019,1,15,2019-01-15,PEATON-SD
LC-2019-0029065,2,2019,1,15,2019-01-15,SD-SD
LC-2019-0029336,2,2019,1,15,2019-01-15,SD-SD
LC-2019-0029346,1,2019,1,15,2019-01-15,AUTO-SD
LC-2019-0029347,1,2019,1,15,2019-01-15,AUTO-SD
LC-2019-0029367,1,2019,1,15,2019-01-15,SD-SD
LC-2019-0029566,1,2019,1,15,2019-01-15,SD-SD
LC-2019-0030128,1,2019,1,15,2019-01-15,PEATON-SD
LC-2019-0030272,1,2019,1,15,2019-01-15,PEATON-SD
LC-2019-0030300,1,2019,1,15,2019-01-15,MOTO-SD
LC-2019-0030352,1,2019,1,15,2019-01-15,MOTO-SD
LC-2019-0030435,1,2019,1,15,2019-01-15,MOTO-SD
LC-2019-0030566,1,2019,1,15,2019-01-15,SD-SD
LC-2019-0030574,1,2019,1,15,2019-01-15,SD-SD
LC-2019-0030786,1,2019,1,15,2019-01-15,SD-SD
LC-2019-0030792,1,2019,1,15,2019-01-15,SD-SD
LC-2019-0030793,1,2019,1,15,2019-01-15,SD-SD
LC-2019-0030858,1,2019,1,15,2019-01-15,MOTO-SD
LC-2019-0031001,1,2019,1,15,2019-01-15,SD-SD
LC-2019-0035369,1,2019,1,15,2019-01-15,AUTO-SD
LC-2019-0031641,1,2019,1,16,2019-01-16,CICLISTA-SD
LC-2019-0032903,1,2019,1,16,2019-01-16,CICLISTA-SD
LC-2019-0033489,1,2019,1,16,2019-01-16,CICLISTA-SD
LC-2019-0031071,1,2019,1,16,2019-01-16,SD-SD
LC-2019-0031424,1,2019,1,16,2019-01-16,SD-SD
LC-2019-0031634,1,2019,1,16,2019-01-16,SD-SD
LC-2019-0032487,2,2019,1,16,2019-01-16,SD-SD
LC-2019-0032605,1,2019,1,16,2019-01-16,MOTO-SD
LC-2019-0032607,1,2019,1,16,2019-01-16,SD-SD
LC-2019-0032657,2,2019,1,16,2019-01-16,SD-SD
LC-2019-0032834,1,2019,1,16,2019-01-16,MOTO-SD
LC-2019-0033174,1,2019,1,16,2019-01-16,MOTO-SD
LC-2019-0033180,1,2019,1,16,2019-01-16,SD-SD
LC-2019-0033263,1,2019,1,16,2019-01-16,MOTO-SD
LC-2019-0033333,1,2019,1,16,2019-01-16,SD-SD
LC-2019-0033368,1,2019,1,16,2019-01-16,SD-SD
LC-2019-0033399,1,2019,1,16,2019-01-16,SD-SD
LC-2019-0033412,1,2019,1,16,2019-01-16,SD-SD
LC-2019-0033440,1,2019,1,16,2019-01-16,PEATON-SD
LC-2019-0033459,1,2019,1,16,2019-01-16,SD-SD
LC-2019-0033593,1,2019,1,16,2019-01-16,MOTO-SD
LC-2019-0037717,1,2019,1,16,2019-01-16,SD-SD
LC-2019-0043540,1,2019,1,16,2019-01-16,MOTO-SD
LC-2019-0033821,1,2019,1,17,2019-01-17,CICLISTA-SD
LC-2019-0035702,1,2019,1,17,2019-01-17,CICLISTA-SD
LC-2019-0036257,1,2019,1,17,2019-01-17,CICLISTA-SD
LC-2019-0033646,1,2019,1,17,2019-01-17,SD-SD
LC-2019-0033845,1,2019,1,17,2019-01-17,AUTO-SD
LC-2019-0034229,4,2019,1,17,2019-01-17,CAMIONETA-SD
LC-2019-0034601,2,2019,1,17,2019-01-17,SD-SD
LC-2019-0034710,1,2019,1,17,2019-01-17,SD-SD
LC-2019-0034889,1,2019,1,17,2019-01-17,SD-SD
LC-2019-0034914,1,2019,1,17,2019-01-17,PEATON-SD
LC-2019-0034915,1,2019,1,17,2019-01-17,MOTO-SD
LC-2019-0034987,1,2019,1,17,2019-01-17,SD-SD
LC-2019-0035011,1,2019,1,17,2019-01-17,MOTO-SD
LC-2019-0035269,1,2019,1,17,2019-01-17,SD-SD
LC-2019-0035598,1,2019,1,17,2019-01-17,SD-SD
LC-2019-0035843,1,2019,1,17,2019-01-17,AUTO-SD
LC-2019-0035861,1,2019,1,17,2019-01-17,SD-SD
LC-2019-0035884,1,2019,1,17,2019-01-17,SD-SD
LC-2019-0035947,1,2019,1,17,2019-01-17,SD-SD
LC-2019-0036035,1,2019,1,17,2019-01-17,MOTO-SD
LC-2019-0036051,1,2019,1,17,2019-01-17,SD-SD
LC-2019-0036157,1,2019,1,17,2019-01-17,SD-SD
LC-2019-0036172,1,2019,1,17,2019-01-17,SD-SD
LC-2019-0036233,1,2019,1,17,2019-01-17,SD-SD
LC-2019-0045960,1,2019,1,17,2019-01-17,SD-SD
LC-2019-0033624,1,2019,1,17,2019-01-17,SD-SD
LC-2019-0037998,1,2019,1,18,2019-01-18,CICLISTA-SD
LC-2019-0038915,1,2019,1,18,2019-01-18,CICLISTA-SD
LC-2019-0039169,1,2019,1,18,2019-01-18,CICLISTA-SD
LC-2019-0036239,1,2019,1,18,2019-01-18,SD-SD
LC-2019-0036324,1,2019,1,18,2019-01-18,MOTO-SD
LC-2019-0036508,1,2019,1,18,2019-01-18,SD-SD
LC-2019-0036547,2,2019,1,18,2019-01-18,SD-SD
LC-2019-0036762,1,2019,1,18,2019-01-18,SD-SD
LC-2019-0037490,1,2019,1,18,2019-01-18,MOTO-SD
LC-2019-0037547,1,2019,1,18,2019-01-18,SD-SD
LC-2019-0037563,1,2019,1,18,2019-01-18,SD-SD
LC-2019-0037776,1,2019,1,18,2019-01-18,SD-SD
LC-2019-0037791,1,2019,1,18,2019-01-18,SD-SD
LC-2019-0037893,3,2019,1,18,2019-01-18,SD-SD
LC-2019-0037898,1,2019,1,18,2019-01-18,MOTO-SD
LC-2019-0037918,1,2019,1,18,2019-01-18,MOTO-SD
LC-2019-0037939,1,2019,1,18,2019-01-18,TRANSPORTE PUBLICO-SD
LC-2019-0037956,2,2019,1,18,2019-01-18,MOTO-SD
LC-2019-0038196,1,2019,1,18,2019-01-18,MOTO-SD
LC-2019-0038545,1,2019,1,18,2019-01-18,SD-SD
LC-2019-0038664,1,2019,1,18,2019-01-18,SD-SD
LC-2019-0038880,2,2019,1,18,2019-01-18,SD-SD
LC-2019-0039050,1,2019,1,18,2019-01-18,SD-SD
LC-2019-0039296,1,2019,1,18,2019-01-18,SD-SD
LC-2019-0039419,1,2019,1,18,2019-01-18,SD-SD
